"Review_Date","avg(Reviewer_Score)"
"3/20/2017","8.414695077149153"
"6/29/2016","8.499336283185842"
"11/14/2015","8.297520661157026"
"12/8/2016","8.36919642857143"
"8/21/2016","8.43454384410983"
"7/31/2016","8.378130511463844"
"8/9/2016","8.451359898798225"
"11/24/2016","8.40383275261324"
"5/7/2017","8.288903924221922"
"8/31/2015","8.387682672233822"
"4/10/2017","8.31591836734694"
"2/14/2017","8.576177285318561"
"8/28/2016","8.507679603633358"
"11/26/2015","8.278451178451181"
"8/31/2016","8.661264181523501"
"7/20/2017","8.240979689366789"
"6/11/2016","8.175394321766563"
"11/30/2016","8.176262626262627"
"9/29/2015","8.134407027818444"
"5/5/2017","8.340130505709626"
"10/12/2016","8.310277324632954"
"2/28/2017","8.45669099756691"
"2/4/2017","8.53348519362187"
"4/18/2016","8.34386554621849"
"3/24/2016","8.44281805745554"
"12/29/2016","8.325889046941679"
"3/15/2016","8.64185893210283"
"2/22/2016","8.615"
"3/26/2017","8.560085836909872"
"5/9/2016","8.452224824355973"
"12/24/2016","8.585011990407677"
"10/23/2015","8.33838028169014"
"9/26/2016","8.30454163162321"
"8/21/2015","8.254870129870131"
"6/5/2016","8.458634953464323"
"2/9/2016","8.621939136588814"
"1/11/2016","8.57772621809745"
"5/16/2016","8.482109227871941"
"3/25/2016","8.34068441064639"
"2/7/2017","8.698470948012234"
"5/21/2017","8.211344537815126"
"11/24/2015","8.452932551319643"
"1/2/2016","8.478787878787882"
"2/23/2016","8.568160217243717"
"12/18/2015","8.570355731225296"
"11/22/2015","8.258436724565758"
"6/19/2017","8.310761154855644"
"10/11/2016","8.261920529801325"
"1/8/2016","8.456172839506173"
"10/14/2016","8.224958677685951"
"12/14/2016","8.535081967213117"
"10/4/2016","8.23657448706512"
"2/16/2017","8.512938005390836"
"8/13/2015","8.363139931740614"
"1/1/2017","8.261702127659575"
"8/11/2016","8.310089285714286"
"6/26/2017","8.469693094629157"
"9/27/2015","8.121787148594377"
"4/8/2017","8.363401109057301"
"12/21/2016","8.625766871165645"
"4/1/2017","8.410404624277456"
"1/12/2017","8.536007827788653"
"8/10/2015","8.402136752136755"
"10/7/2016","8.195796847635725"
"6/23/2016","8.246941176470587"
"7/15/2016","8.381690140845071"
"11/15/2015","8.371023427866831"
"11/1/2015","8.257030481809243"
"4/28/2017","8.391422121896163"
"7/13/2016","8.32508474576271"
"9/2/2015","8.54896907216495"
"3/16/2017","8.298734177215191"
"7/26/2017","8.32949389179756"
"6/19/2016","8.286864406779662"
"10/19/2015","8.082886597938145"
"9/20/2015","8.12749360613811"
"12/3/2016","8.418627450980393"
"6/16/2016","8.451125000000001"
"6/6/2016","8.460144927536234"
"1/18/2016","8.563793103448278"
"5/31/2016","8.366684636118592"
"2/19/2016","8.551757188498403"
"11/11/2016","8.251585014409224"
"10/19/2016","8.336160714285715"
"6/2/2017","8.415315315315317"
"4/22/2017","8.417806041335453"
"7/24/2017","8.408345534407028"
"10/6/2015","8.171406371406368"
"9/30/2016","8.203526970954359"
"2/25/2017","8.45857142857143"
"1/9/2017","8.693230316409121"
"5/20/2017","8.3160469667319"
"6/10/2017","8.48701517706577"
"1/3/2016","8.32424437299035"
"11/4/2016","8.371594684385382"
"5/12/2017","8.273529411764708"
"11/7/2016","8.36787086856264"
"8/25/2015","8.471167048054916"
"11/30/2015","8.303472222222224"
"2/22/2017","8.578066914498141"
"2/10/2016","8.45943661971831"
"1/4/2017","8.209198423127464"
"4/2/2016","8.518983050847458"
"11/21/2016","8.364483111566019"
"3/15/2017","8.502836879432623"
"8/22/2015","8.336772983114448"
"2/19/2017","8.516553595658072"
"2/26/2016","8.600843881856541"
"10/3/2016","8.270472792149864"
"10/12/2015","8.143870967741938"
"12/25/2016","8.488470588235296"
"6/27/2016","8.348312883435584"
"4/7/2017","8.38443579766537"
"4/26/2017","8.486643233743411"
"7/4/2016","8.392818671454219"
"11/10/2015","8.4468315301391"
"12/16/2016","8.41263650546022"
"9/2/2016","8.633194154488518"
"11/5/2016","8.318198529411767"
"11/25/2016","8.369565217391306"
"12/10/2015","8.194136291600634"
"10/3/2015","8.165246636771302"
"6/28/2017","8.2851904090268"
"5/11/2017","8.16387900355872"
"11/15/2016","8.346182495344507"
"9/19/2016","8.293212669683257"
"5/7/2016","8.506598984771575"
"4/12/2016","8.498843094721616"
"8/24/2016","8.53792452830189"
"5/17/2017","8.476450511945394"
"6/24/2016","8.331491712707182"
"9/14/2016","8.285106382978723"
"10/24/2016","8.296902303415408"
"1/23/2016","8.453658536585367"
"11/3/2015","8.18869198312236"
"12/30/2016","8.384615384615385"
"5/23/2017","8.41449864498645"
"7/11/2017","8.263758992805753"
"12/11/2016","8.250377073906487"
"8/30/2016","8.41026033690658"
"6/2/2016","8.31717451523546"
"8/4/2015","8.321380846325164"
"9/3/2016","8.582343499197432"
"1/14/2016","8.468634064080945"
"5/15/2016","8.474618096357228"
"6/22/2017","8.244023323615162"
"9/6/2016","8.436249999999998"
"1/4/2016","8.31167883211679"
"5/8/2017","8.39736842105263"
"10/27/2016","8.41515580736544"
"4/14/2017","8.375942028985508"
"2/17/2016","8.524319066147863"
"6/8/2016","8.454935622317599"
"5/3/2016","8.554229432213203"
"1/15/2016","8.552140077821011"
"4/4/2017","8.313861386138614"
"2/25/2016","8.454468802698146"
"5/6/2016","8.46910828025478"
"6/20/2016","8.326573426573429"
"2/2/2016","8.629677419354838"
"5/19/2016","8.353419354838708"
"5/31/2017","8.44118404118404"
"11/5/2015","8.083586626139818"
"11/3/2016","8.243074792243767"
"12/31/2016","8.363950276243095"
"6/1/2017","8.332032520325207"
"5/2/2017","8.368665850673194"
"3/12/2016","8.47985436893204"
"5/8/2016","8.311482720178372"
"2/18/2017","8.502756508422666"
"12/9/2015","8.338968481375359"
"4/13/2016","8.542997542997544"
"6/29/2017","8.243719412724307"
"3/2/2016","8.5282722513089"
"8/23/2015","8.380679405520171"
"7/4/2017","8.31070950468541"
"11/27/2015","8.441361256544502"
"6/9/2016","8.340047961630699"
"10/4/2015","8.16036655211913"
"1/11/2017","8.438530465949823"
"4/15/2016","8.445522388059702"
"12/5/2015","8.35151515151515"
"4/18/2017","8.35619360131255"
"5/26/2017","8.215736040609137"
"8/19/2016","8.551948051948054"
"3/1/2017","8.515341959334569"
"12/9/2016","8.298625429553267"
"8/18/2016","8.448082319925163"
"11/25/2015","8.393766937669378"
"10/31/2016","8.298909657320868"
"9/9/2016","8.290860215053765"
"2/1/2016","8.517268041237115"
"5/3/2017","8.384262048192767"
"10/28/2015","8.217344173441738"
"5/16/2017","8.45282522996058"
"3/17/2016","8.47548579970105"
"1/22/2016","8.433009708737863"
"10/21/2016","8.186437908496732"
"3/6/2016","8.445604395604395"
"3/16/2016","8.501526717557255"
"8/26/2016","8.41209503239741"
"2/9/2017","8.423752969121141"
"2/6/2017","8.522622107969148"
"12/8/2015","8.409026687598113"
"3/13/2017","8.460601503759394"
"10/20/2015","8.324072547403128"
"12/24/2015","8.658045112781958"
"9/21/2015","8.26583850931677"
"5/27/2017","8.31571125265393"
"12/19/2016","8.454517843583897"
"3/29/2016","8.521996303142323"
"9/28/2015","8.21574394463668"
"9/13/2016","8.221576763485476"
"7/18/2016","8.323237179487181"
"4/13/2017","8.441419141914192"
"10/13/2016","8.32246835443038"
"11/6/2015","8.217500000000001"
"2/14/2016","8.610290556900727"
"3/5/2017","8.388360655737708"
"6/25/2016","8.355509355509358"
"4/5/2017","8.424428822495601"
"4/21/2016","8.407662337662337"
"2/24/2016","8.527808988764047"
"10/29/2016","8.2916095890411"
"3/17/2017","8.55264270613108"
"7/11/2016","8.385891472868218"
"7/22/2017","8.377728285077952"
"10/16/2016","8.486142857142859"
"7/6/2017","8.304755434782608"
"1/29/2017","8.40748031496063"
"12/15/2016","8.276722817764167"
"11/12/2016","8.295438596491229"
"9/10/2016","8.222110552763818"
"7/29/2017","8.370137524557958"
"6/13/2016","8.356402439024391"
"1/31/2016","8.492086330935255"
"1/10/2016","8.658428390367556"
"3/30/2016","8.608724832214765"
"5/25/2017","8.166148531951643"
"6/1/2016","8.391650853889944"
"8/26/2015","8.358548009367684"
"11/18/2016","8.412847222222222"
"6/5/2017","8.386985018726591"
"1/30/2017","8.479525691699601"
"3/11/2017","8.401663201663204"
"2/12/2017","8.488757396449707"
"4/2/2017","8.66083916083916"
"12/13/2016","8.43583535108959"
"8/16/2016","8.408236272878534"
"10/24/2015","8.132263513513513"
"8/17/2016","8.479310344827587"
"2/20/2016","8.558347386172008"
"4/1/2016","8.394426229508197"
"1/26/2017","8.324276169265037"
"6/12/2016","8.44419551934827"
"3/23/2017","8.258823529411766"
"5/6/2017","8.271515151515153"
"7/30/2016","8.393464052287584"
"2/27/2016","8.457563025210085"
"7/5/2017","8.307945205479452"
"8/15/2015","8.409123434704831"
"7/16/2016","8.380482897384306"
"10/8/2015","8.095827338129498"
"4/25/2017","8.566666666666663"
"1/5/2016","8.393339176161259"
"10/25/2015","8.252120535714287"
"7/29/2016","8.429350104821804"
"5/13/2016","8.39851485148515"
"11/12/2015","8.201136363636364"
"1/16/2017","8.532034976152621"
"1/28/2016","8.563001485884103"
"5/10/2016","8.442683749157112"
"12/26/2016","8.575862068965519"
"2/5/2016","8.552444444444445"
"4/16/2017","8.35982142857143"
"10/29/2015","8.095115995115997"
"11/21/2015","8.203430079155673"
"1/27/2016","8.680222841225627"
"2/5/2017","8.683624801271861"
"2/2/2017","8.546743295019159"
"4/29/2016","8.420833333333334"
"8/7/2016","8.430874316939892"
"5/24/2017","8.28448275862069"
"9/23/2016","8.288770053475938"
"11/20/2016","8.36205630354957"
"10/15/2015","8.187146892655369"
"6/30/2017","8.34378585086042"
"2/4/2016","8.454529616724738"
"4/28/2016","8.452056555269923"
"5/9/2017","8.365781250000001"
"12/13/2015","8.438533333333336"
"4/11/2017","8.389964580873674"
"8/2/2017","8.347031431897554"
"12/27/2015","8.661747572815536"
"1/18/2017","8.588539741219964"
"7/12/2016","8.279120267260572"
"9/30/2015","8.143488372093024"
"3/30/2017","8.128793774319067"
"5/20/2016","8.607801418439717"
"9/17/2015","8.143852459016392"
"11/2/2015","8.318441064638783"
"4/20/2017","8.374963609898108"
"8/8/2016","8.460092449922959"
"11/19/2015","8.237249283667623"
"11/6/2016","8.384441087613295"
"3/20/2016","8.4825988700565"
"1/24/2017","8.511917808219177"
"10/23/2016","8.372972972972972"
"8/23/2016","8.495339547270303"
"1/28/2017","8.23834745762712"
"1/20/2017","8.421836228287843"
"10/18/2016","8.357537688442212"
"8/27/2016","8.59701726844584"
"10/2/2015","8.0781045751634"
"11/10/2016","8.18490566037736"
"8/3/2017","8.340679953106683"
"5/30/2017","8.365317919075144"
"9/12/2016","8.396666666666667"
"11/11/2015","8.267268041237115"
"1/16/2016","8.577730192719487"
"7/1/2017","8.023640661938535"
"5/24/2016","8.492115902964958"
"10/16/2015","8.092971246006387"
"7/15/2017","8.41695652173913"
"7/3/2016","8.39926854754441"
"7/14/2017","8.254782608695653"
"4/7/2016","8.37427652733119"
"4/10/2016","8.541920152091253"
"11/29/2016","8.430048076923079"
"6/14/2017","8.36384505021521"
"3/14/2017","8.590412621359224"
"11/13/2015","8.358403361344537"
"1/25/2017","8.370754716981132"
"10/8/2016","8.232013769363169"
"8/29/2015","8.536149312377212"
"9/16/2015","8.275598086124404"
"1/13/2016","8.550453172205438"
"8/20/2016","8.458503401360547"
"4/4/2016","8.510505836575879"
"5/14/2017","8.391704374057316"
"12/15/2015","8.450562640660161"
"12/16/2015","8.392987804878048"
"4/6/2017","8.213500000000002"
"7/3/2017","8.172964426877469"
"12/20/2016","8.468645016797314"
"11/29/2015","8.472373540856031"
"6/25/2017","8.362424242424243"
"3/8/2017","8.534615384615387"
"9/4/2016","8.482642237222757"
"4/11/2016","8.39416195856874"
"7/19/2017","8.345068027210885"
"5/27/2016","8.500000000000002"
"8/10/2016","8.456261343012706"
"7/17/2016","8.391271347248576"
"8/15/2016","8.41409836065574"
"12/14/2015","8.4823677581864"
"2/27/2017","8.534243369734787"
"2/3/2016","8.607821229050282"
"8/25/2016","8.458595194085026"
"8/22/2016","8.468760064412237"
"1/2/2017","8.22028725314183"
"8/13/2016","8.376655629139075"
"6/13/2017","8.521259842519687"
"2/15/2017","8.411846153846154"
"6/4/2017","8.369944341372916"
"3/10/2017","8.472561983471076"
"8/16/2015","8.38526970954357"
"2/12/2016","8.6"
"7/16/2017","8.11832884097035"
"4/20/2016","8.508114558472556"
"7/25/2017","8.52141863699583"
"4/3/2017","8.327604166666669"
"6/17/2016","8.528684210526317"
"9/19/2015","8.166909975669101"
"6/28/2016","8.361795407098118"
"3/12/2017","8.536705202312142"
"11/8/2015","8.331818181818182"
"1/9/2016","8.452906976744188"
"8/28/2015","8.47841945288754"
"10/26/2016","8.253314527503527"
"3/1/2016","8.533611289288002"
"3/31/2016","8.41650246305419"
"1/22/2017","8.428389154704947"
"8/9/2015","8.348314606741573"
"4/8/2016","8.546546546546548"
"2/6/2016","8.51027027027027"
"3/3/2017","8.3010593220339"
"3/21/2016","8.501898734177217"
"1/21/2016","8.513322091062395"
"10/9/2015","8.32"
"5/19/2017","8.171684587813623"
"3/9/2016","8.492602739726028"
"8/5/2016","8.533950617283951"
"9/25/2016","8.172134831460674"
"3/19/2016","8.430060120240483"
"5/23/2016","8.44620938628159"
"4/19/2016","8.518491660623638"
"2/8/2016","8.439779005524862"
"11/16/2016","8.343647540983607"
"7/19/2016","8.409657534246572"
"3/3/2016","8.41864686468647"
"12/30/2015","8.402310231023105"
"4/9/2017","8.312755102040818"
"2/1/2017","8.387393526405454"
"8/11/2015","8.454726368159202"
"6/10/2016","8.428832116788321"
"3/24/2017","8.215674603174605"
"1/6/2016","8.430790190735696"
"6/7/2017","8.238694267515926"
"9/24/2016","8.202735042735043"
"12/2/2015","8.568373493975903"
"9/23/2015","8.20761904761905"
"8/2/2016","8.407649043869512"
"10/5/2015","8.24771863117871"
"7/10/2017","8.172421874999996"
"4/24/2017","8.31875901875902"
"9/1/2016","8.513730803974704"
"12/7/2016","8.4779359430605"
"6/26/2016","8.371170212765957"
"5/13/2017","8.172595281306718"
"3/2/2017","8.36255707762557"
"6/15/2016","8.508666666666668"
"7/21/2016","8.367600373482725"
"1/25/2016","8.52857142857143"
"11/17/2015","8.410618066561012"
"7/1/2016","8.403846153846153"
"12/23/2015","8.497749196141479"
"5/15/2017","8.390479999999997"
"4/14/2016","8.410439560439562"
"10/5/2016","8.335112359550562"
"12/20/2015","8.45079559363525"
"9/13/2015","8.117769607843139"
"6/12/2017","8.577173030056862"
"1/8/2017","8.566896551724138"
"6/4/2016","8.525852272727274"
"11/13/2016","8.282846715328468"
"1/17/2016","8.546455696202532"
"9/21/2016","8.308469055374594"
"2/3/2017","8.536938775510205"
"5/11/2016","8.506818181818183"
"1/27/2017","8.285461689587429"
"1/24/2016","8.491600000000002"
"11/1/2016","8.355834242093785"
"10/9/2016","8.267361111111114"
"7/25/2016","8.454576856649398"
"10/6/2016","8.287321937321938"
"4/16/2016","8.441090146750525"
"3/25/2017","8.373009708737865"
"6/20/2017","8.33201267828843"
"3/22/2017","8.331164383561646"
"4/22/2016","8.523853211009177"
"7/28/2016","8.421727748691099"
"10/17/2016","8.363805970149249"
"4/30/2016","8.28233009708738"
"1/17/2017","8.735245901639347"
"5/4/2016","8.510606060606062"
"2/8/2017","8.479583333333332"
"9/22/2015","8.247935222672062"
"7/9/2017","8.239030612244898"
"10/1/2015","8.108683853459974"
"2/11/2016","8.481094527363187"
"9/20/2016","8.280187793427228"
"7/9/2016","8.34360465116279"
"6/3/2016","8.47037552155772"
"3/28/2017","8.527235213204952"
"6/21/2017","8.223802163833076"
"2/16/2016","8.56149870801033"
"6/30/2016","8.318055555555555"
"6/14/2016","8.553388554216863"
"8/1/2017","8.544321766561515"
"7/8/2016","8.472029702970298"
"3/11/2016","8.651340996168582"
"7/6/2016","8.508042488619123"
"11/19/2016","8.464963503649637"
"2/20/2017","8.577963525835862"
"7/2/2016","8.282083333333334"
"6/7/2016","8.57297096053611"
"9/10/2015","8.064675984752226"
"7/2/2017","8.270248868778282"
"7/27/2017","8.437711069418388"
"4/19/2017","8.437484116899618"
"1/12/2016","8.711940298507463"
"3/14/2016","8.422875816993464"
"5/29/2017","8.280335731414862"
"5/22/2016","8.393942614240173"
"3/23/2016","8.566830466830467"
"2/15/2016","8.455247524752478"
"10/27/2015","8.207271364317839"
"9/4/2015","8.295795795795796"
"10/11/2015","8.21878787878788"
"4/5/2016","8.554662379421215"
"9/8/2015","8.396801346801345"
"12/11/2015","8.459919028340082"
"10/7/2015","8.167250000000001"
"10/14/2015","8.13510101010101"
"6/24/2017","8.48460388639761"
"5/21/2016","8.450000000000001"
"9/12/2015","8.244933920704847"
"3/27/2017","8.425332400279911"
"1/15/2017","8.53570300157978"
"7/24/2016","8.43283160865475"
"6/3/2017","8.527197346600333"
"4/29/2017","8.351566951566953"
"7/14/2016","8.28784067085954"
"12/6/2016","8.339498432601882"
"2/21/2016","8.643811394891944"
"10/26/2015","8.09240246406571"
"7/23/2016","8.216601562500003"
"12/1/2015","8.445417236662102"
"9/15/2016","8.264815618221254"
"11/23/2015","8.19099526066351"
"9/14/2015","8.309325396825399"
"11/9/2015","8.270142180094789"
"5/28/2016","8.291404612159331"
"1/7/2016","8.513063763608088"
"10/25/2016","8.336233480176213"
"4/26/2016","8.48689855072463"
"4/27/2016","8.481209503239741"
"11/22/2016","8.382352941176473"
"2/24/2017","8.392580101180439"
"2/13/2017","8.5120826709062"
"2/28/2016","8.464935064935066"
"1/1/2016","8.528698224852072"
"8/5/2015","8.27962085308057"
"3/6/2017","8.560249816311531"
"2/17/2017","8.418492176386913"
"8/14/2016","8.446576500422653"
"9/6/2015","8.344040150564618"
"10/21/2015","8.323275862068966"
"4/25/2016","8.594545454545454"
"7/17/2017","8.287231503579953"
"4/23/2016","8.429666011787821"
"8/14/2015","8.33582554517134"
"1/13/2017","8.420792079207922"
"3/28/2016","8.3943661971831"
"5/2/2016","8.547654784240153"
"6/16/2017","8.27268128161889"
"7/26/2016","8.403903708523092"
"9/15/2015","8.351567164179103"
"6/23/2017","8.169928825622778"
"5/28/2017","8.278959810874705"
"11/4/2015","8.301775147928995"
"9/9/2015","8.254716981132075"
"1/31/2017","8.497490092470278"
"8/27/2015","8.394444444444444"
"5/30/2016","8.343415637860085"
"12/29/2015","8.526176115802171"
"9/11/2015","8.425083612040135"
"2/11/2017","8.476824034334765"
"10/2/2016","8.315795090715048"
"12/12/2015","8.406521739130435"
"10/10/2016","8.43179231863442"
"12/19/2015","8.571315789473683"
"6/18/2016","8.24729411764706"
"11/2/2016","8.437936046511629"
"2/26/2017","8.367431192660552"
"7/28/2017","8.454249547920435"
"4/17/2016","8.477765957446808"
"6/11/2017","8.460352422907489"
"12/5/2016","8.178456413103824"
"12/21/2015","8.551859956236324"
"7/13/2017","8.203875968992248"
"3/18/2017","8.446904315197"
"7/27/2016","8.488675958188153"
"1/21/2017","8.475348837209305"
"4/9/2016","8.507236842105266"
"10/22/2015","8.22104283054004"
"11/18/2015","8.472521246458925"
"9/11/2016","8.203629032258066"
"4/24/2016","8.4210676835081"
"6/17/2017","8.277158273381298"
"5/18/2017","8.384615384615385"
"3/4/2017","8.453265306122452"
"4/17/2017","8.38623676612127"
"9/18/2016","8.23164556962025"
"1/5/2017","8.390648567119156"
"12/22/2015","8.598524305555554"
"10/20/2016","8.212671755725191"
"12/3/2015","8.449913644214163"
"4/3/2016","8.561381322957198"
"2/18/2016","8.516588235294117"
"12/18/2016","8.474025974025972"
"4/21/2017","8.345598845598845"
"12/23/2016","8.651901565995527"
"6/6/2017","8.422632794457273"
"12/6/2015","8.362324393358875"
"3/21/2017","8.454705144291093"
"8/12/2016","8.333021077283375"
"7/7/2017","8.26049004594181"
"12/27/2016","8.476527331189713"
"3/5/2016","8.476169265033409"
"1/30/2016","8.438805970149254"
"4/12/2017","8.32562962962963"
"7/23/2017","8.353742802303264"
"7/31/2017","8.29848901098901"
"1/20/2016","8.560047846889955"
"8/24/2015","8.325091575091578"
"8/12/2015","8.367246376811595"
"8/19/2015","8.398795180722892"
"5/22/2017","8.278980322003578"
"9/5/2015","8.41532663316583"
"7/12/2017","8.288830486202366"
"3/27/2016","8.696746987951807"
"12/28/2015","8.55236593059937"
"11/20/2015","8.326200873362446"
"6/15/2017","8.366292134831463"
"9/5/2016","8.608545454545457"
"1/19/2017","8.446837944664034"
"4/30/2017","8.307063197026022"
"9/22/2016","8.14748743718593"
"11/16/2015","8.32280701754386"
"8/20/2015","8.373947368421053"
"5/4/2017","8.322900763358781"
"11/28/2016","8.475104311543813"
"4/23/2017","8.442875318066159"
"10/15/2016","8.293083003952571"
"9/28/2016","8.318077474892396"
"8/3/2016","8.285132743362832"
"3/4/2016","8.34810606060606"
"3/10/2016","8.36179775280899"
"10/30/2016","8.356289707750951"
"7/20/2016","8.44063604240283"
"1/26/2016","8.615368991198372"
"10/17/2015","8.132552693208432"
"7/18/2017","8.211577752553916"
"12/2/2016","8.221900826446282"
"11/8/2016","8.503911342894394"
"10/18/2015","8.193639575971734"
"10/22/2016","8.398892988929891"
"6/21/2016","8.451686678101765"
"3/7/2016","8.390330188679247"
"10/28/2016","8.404927536231884"
"8/8/2015","8.375087108013938"
"10/10/2015","8.168803418803419"
"10/30/2015","8.381967213114756"
"3/31/2017","8.299569892473121"
"12/17/2015","8.477049180327871"
"12/10/2016","8.24772277227723"
"3/13/2016","8.483773584905661"
"3/8/2016","8.640060698027312"
"2/10/2017","8.456092843326886"
"12/22/2016","8.558633540372671"
"1/7/2017","8.398387096774195"
"9/26/2015","8.137288135593222"
"6/27/2017","8.404861111111108"
"5/25/2016","8.730208333333334"
"9/7/2016","8.488640595903167"
"7/8/2017","8.174456521739133"
"8/4/2016","8.389651928504232"
"7/30/2017","8.445583038869259"
"1/23/2017","8.54885321100917"
"12/1/2016","8.441046831955925"
"6/9/2017","8.259787556904401"
"8/29/2016","8.45291411042945"
"3/19/2017","8.442514124293787"
"12/28/2016","8.29290989660266"
"8/7/2015","8.364057971014494"
"8/17/2015","8.266854990583806"
"12/7/2015","8.318295739348374"
"11/17/2016","8.358513189448443"
"9/3/2015","8.487965616045846"
"9/1/2015","8.414333895446877"
"9/16/2016","8.17732634338139"
"7/22/2016","8.392743764172339"
"11/9/2016","8.175"
"6/8/2017","8.442152466367714"
"4/15/2017","8.275605536332181"
"9/17/2016","8.143624161073827"
"3/7/2017","8.464993726474281"
"5/18/2016","8.436036036036038"
"7/21/2017","8.204373177842566"
"4/27/2017","8.30014705882353"
"3/29/2017","8.41340388007055"
"2/29/2016","8.506265664160404"
"1/3/2017","8.212013828867759"
"12/31/2015","8.444377267230957"
"11/23/2016","8.453347732181426"
"9/29/2016","8.276315789473687"
"11/7/2015","8.218837209302329"
"9/27/2016","8.38936688311688"
"5/17/2016","8.467035245335174"
"5/1/2016","8.44735294117647"
"5/29/2016","8.358101135190918"
"3/18/2016","8.381785714285714"
"2/13/2016","8.320608899297426"
"1/14/2017","8.542144177449169"
"9/25/2015","8.368535825545171"
"9/7/2015","8.242324561403509"
"11/27/2016","8.404301075268819"
"3/26/2016","8.704722792607804"
"10/13/2015","8.261674718196454"
"11/28/2015","8.24851485148515"
"6/18/2017","8.379187817258883"
"2/21/2017","8.619250645994835"
"11/26/2016","8.454702970297031"
"1/19/2016","8.668321167883208"
"7/7/2016","8.453137254901959"
"10/31/2015","8.266921606118547"
"5/5/2016","8.433270321361062"
"8/30/2015","8.416192560175055"
"5/1/2017","8.159880239520957"
"5/10/2017","8.343742098609354"
"8/1/2016","8.35179856115108"
"7/5/2016","8.4736037934668"
"9/18/2015","8.394897959183675"
"3/22/2016","8.584154662623197"
"5/26/2016","8.335057471264367"
"12/4/2016","8.302135231316727"
"1/29/2016","8.432411067193677"
"12/26/2015","8.6139896373057"
"3/9/2017","8.454297693920337"
"12/25/2015","8.430522088353413"
"9/24/2015","8.048353096179184"
"11/14/2016","8.407091561938959"
"6/22/2016","8.35948434622468"
"4/6/2016","8.521167883211678"
"12/12/2016","8.328631284916195"
"2/7/2016","8.531660231660233"
"8/6/2015","8.240350877192983"
"7/10/2016","8.312944162436544"
"1/10/2017","8.620950965824667"
"10/1/2016","8.207265774378586"
"5/14/2016","8.34510739856802"
"1/6/2017","8.46260162601626"
"9/8/2016","8.142005076142132"
"8/18/2015","8.396867838044308"
"5/12/2016","8.301153846153849"
"2/23/2017","8.441025641025643"
"8/6/2016","8.310880829015545"
"12/17/2016","8.369320388349518"
"12/4/2015","8.345333333333334"
